Time Difference (s),Nodes,State,Backfilled
7196,4,COMPLETED,yes
904,10,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
3981,1,COMPLETED,no
896,10,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7194,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7145,1,COMPLETED,yes
7128,1,COMPLETED,yes
7196,4,COMPLETED,yes
117,1,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
3203,1,COMPLETED,no
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7139,1,COMPLETED,yes
7126,1,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
-3,10,TIMEOUT,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7127,1,COMPLETED,yes
7196,4,COMPLETED,yes
7190,4,COMPLETED,yes
7196,4,COMPLETED,yes
3117,1,COMPLETED,no
7196,4,COMPLETED,yes
889,1,COMPLETED,no
7195,4,COMPLETED,yes
1739,1,COMPLETED,no
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7128,1,COMPLETED,yes
7195,4,COMPLETED,yes
7197,4,COMPLETED,yes
7194,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
912,10,CANCELLED by 18560,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
4204,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
4070,8,COMPLETED,yes
7196,4,COMPLETED,yes
7194,4,COMPLETED,yes
7196,4,COMPLETED,yes
7193,4,COMPLETED,yes
-27,18,TIMEOUT,yes
-15,18,TIMEOUT,yes
7197,4,COMPLETED,yes
7123,1,COMPLETED,yes
7194,4,COMPLETED,yes
3318,1,FAILED,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
-25,18,TIMEOUT,yes
7193,4,COMPLETED,yes
7196,4,COMPLETED,yes
-21,18,TIMEOUT,yes
7196,4,COMPLETED,yes
-17,18,TIMEOUT,yes
7194,4,COMPLETED,yes
-18,18,TIMEOUT,yes
-25,18,TIMEOUT,yes
1199,10,CANCELLED by 18560,yes
6809,3,COMPLETED,yes
7195,4,COMPLETED,yes
935,10,COMPLETED,yes
7196,4,COMPLETED,yes
7127,1,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
-30,200,TIMEOUT,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
1779,4,FAILED,yes
3982,1,COMPLETED,no
7193,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
1179,1,COMPLETED,yes
2241,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
1775,4,FAILED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
3209,1,COMPLETED,no
7197,4,COMPLETED,yes
7191,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
1775,4,FAILED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
1596,4,CANCELLED by 6186,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
6431,18,COMPLETED,yes
7195,4,COMPLETED,yes
3123,1,COMPLETED,no
4164,10,COMPLETED,yes
4168,10,COMPLETED,yes
4161,10,COMPLETED,yes
4163,10,COMPLETED,yes
4156,10,COMPLETED,yes
4122,10,COMPLETED,yes
-27,10,TIMEOUT,yes
887,1,COMPLETED,no
1738,1,COMPLETED,no
1775,4,FAILED,yes
-32,1,TIMEOUT,yes
7195,4,COMPLETED,yes
923,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
-17,1,TIMEOUT,yes
2571,8,COMPLETED,yes
1777,4,FAILED,yes
7197,4,COMPLETED,yes
1935,8,COMPLETED,yes
7194,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
1777,4,FAILED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
1381,4,COMPLETED,yes
1310,8,COMPLETED,yes
7200,0,CANCELLED by 12161,no
3980,1,COMPLETED,no
7196,4,COMPLETED,yes
685,20,COMPLETED,yes
4370,4,COMPLETED,yes
7200,0,CANCELLED by 12161,no
7196,4,COMPLETED,yes
-6,1,TIMEOUT,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
280,8,COMPLETED,yes
454,8,COMPLETED,yes
248,8,COMPLETED,yes
322,8,COMPLETED,yes
-11,8,TIMEOUT,yes
-28,8,TIMEOUT,yes
-18,8,TIMEOUT,yes
-18,8,TIMEOUT,yes
-24,8,TIMEOUT,yes
-5,8,TIMEOUT,yes
5215,8,CANCELLED by 15477,yes
7181,8,COMPLETED,yes
7176,8,COMPLETED,yes
7176,8,COMPLETED,yes
7183,8,COMPLETED,yes
7183,8,COMPLETED,yes
7184,8,COMPLETED,yes
7182,8,COMPLETED,yes
7182,8,COMPLETED,yes
7183,8,COMPLETED,yes
-3,8,TIMEOUT,yes
0,8,TIMEOUT,yes
-28,8,TIMEOUT,yes
-12,8,TIMEOUT,yes
-16,8,TIMEOUT,yes
-8,8,TIMEOUT,yes
-18,8,TIMEOUT,yes
-28,8,TIMEOUT,yes
-26,8,TIMEOUT,yes
6952,8,CANCELLED by 15477,yes
-21,8,TIMEOUT,yes
921,8,CANCELLED by 15477,yes
1476,12,COMPLETED,yes
770,12,COMPLETED,yes
1476,12,COMPLETED,yes
1522,12,COMPLETED,yes
1037,12,COMPLETED,yes
1423,12,COMPLETED,yes
622,12,COMPLETED,yes
1539,12,COMPLETED,yes
1588,12,COMPLETED,yes
1602,12,COMPLETED,yes
1612,12,COMPLETED,yes
3579,12,COMPLETED,yes
4497,12,COMPLETED,yes
4539,12,COMPLETED,yes
4541,12,COMPLETED,yes
3566,12,COMPLETED,yes
4534,12,COMPLETED,yes
4479,12,COMPLETED,yes
7197,4,COMPLETED,yes
-9,12,TIMEOUT,yes
4434,12,COMPLETED,yes
264,8,COMPLETED,yes
2851,8,COMPLETED,yes
2846,8,COMPLETED,yes
2833,8,COMPLETED,yes
2825,8,COMPLETED,yes
2674,8,COMPLETED,yes
3006,8,COMPLETED,yes
2844,8,COMPLETED,yes
2852,8,COMPLETED,yes
2845,8,COMPLETED,yes
2825,8,COMPLETED,yes
2844,8,COMPLETED,yes
2841,8,COMPLETED,yes
2848,8,COMPLETED,yes
2840,8,COMPLETED,yes
2840,8,COMPLETED,yes
2836,8,COMPLETED,yes
2825,8,COMPLETED,yes
2915,8,COMPLETED,yes
2914,8,COMPLETED,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
1398,4,CANCELLED by 6186,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
3211,1,COMPLETED,no
7196,4,COMPLETED,yes
-1,20,TIMEOUT,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
6997,4,COMPLETED,yes
7143,1,COMPLETED,yes
3119,1,COMPLETED,no
-26,2,TIMEOUT,yes
1404,4,COMPLETED,yes
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
888,1,COMPLETED,no
-10,2,TIMEOUT,yes
7195,4,COMPLETED,yes
-29,1,TIMEOUT,yes
1739,1,COMPLETED,no
7196,4,COMPLETED,yes
7194,4,COMPLETED,yes
7195,4,COMPLETED,yes
7195,4,COMPLETED,yes
7195,4,COMPLETED,yes
6887,4,COMPLETED,yes
1200,0,CANCELLED by 18560,no
-13,1,TIMEOUT,yes
6523,16,COMPLETED,yes
1407,4,COMPLETED,yes
891,10,COMPLETED,yes
-18,1,TIMEOUT,yes
5067,1,COMPLETED,yes
-20,1,TIMEOUT,yes
508,1,CANCELLED by 18716,yes
1060,1,CANCELLED by 18716,yes
-1,1,TIMEOUT,yes
1101,1,CANCELLED by 18716,yes
-1,1,TIMEOUT,yes
-20,1,TIMEOUT,yes
2147,1,CANCELLED by 18716,yes
-11,1,TIMEOUT,yes
2269,1,CANCELLED by 18716,yes
-10,1,TIMEOUT,yes
-29,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
2514,1,CANCELLED by 18716,yes
-17,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-2,1,TIMEOUT,yes
-2,1,TIMEOUT,yes
-2,1,TIMEOUT,yes
-31,1,TIMEOUT,yes
5379,1,COMPLETED,yes
-1,1,TIMEOUT,yes
-1,1,TIMEOUT,yes
-15,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
5340,1,COMPLETED,yes
-11,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
-12,1,TIMEOUT,yes
6996,1,COMPLETED,yes
384,1,FAILED,yes
3977,1,COMPLETED,no
1668,1,COMPLETED,yes
-10,1,TIMEOUT,yes
505,10,COMPLETED,yes
3207,1,COMPLETED,no
-25,8,TIMEOUT,yes
-15,128,TIMEOUT,yes
667,10,CANCELLED by 18560,yes
3114,1,COMPLETED,no
888,1,COMPLETED,no
1734,1,COMPLETED,no
-6,8K,TIMEOUT,yes
456,10,COMPLETED,yes
2615,63,COMPLETED,yes
-17,2,TIMEOUT,yes
7161,4,COMPLETED,yes
7184,4,COMPLETED,yes
-2,4,TIMEOUT,yes
1136,9324,COMPLETED,no
7128,1,COMPLETED,yes
7196,4,COMPLETED,yes
470,10,COMPLETED,yes
2479,4,COMPLETED,yes
975,1,COMPLETED,yes
7200,0,CANCELLED by 18295,no
3985,1,COMPLETED,no
1800,0,CANCELLED by 13779,no
1771,128,FAILED,yes
7200,0,CANCELLED by 17395,no
2692,1,COMPLETED,yes
3195,1,COMPLETED,no
900,0,CANCELLED by 16916,no
486,1,COMPLETED,yes
298,1,COMPLETED,yes
-31,1,TIMEOUT,yes
4932,1,COMPLETED,yes
3111,1,COMPLETED,no
887,1,COMPLETED,no
-31,1,TIMEOUT,yes
-25,1,TIMEOUT,yes
-6,1,TIMEOUT,yes
0,1,TIMEOUT,yes
-6,1,TIMEOUT,yes
-25,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-25,1,TIMEOUT,yes
-15,1,TIMEOUT,yes
-7,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
-20,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
600,0,CANCELLED by 18431,no
-26,1,TIMEOUT,yes
-18,1,TIMEOUT,yes
-21,1,TIMEOUT,yes
-13,1,TIMEOUT,yes
-10,1,TIMEOUT,yes
1407,4,CANCELLED by 6186,yes
1738,1,COMPLETED,no
5391,1,COMPLETED,yes
-21,20,TIMEOUT,yes
-8,20,TIMEOUT,yes
4095,8,COMPLETED,yes
644,12,COMPLETED,yes
2695,1,COMPLETED,yes
3322,320,COMPLETED,yes
-12,26,TIMEOUT,yes
671,10,COMPLETED,yes
87,18,COMPLETED,yes
225,4,COMPLETED,yes
1800,0,CANCELLED by 14989,no
357,8,COMPLETED,yes
222,4,COMPLETED,yes
1449,4,FAILED,yes
222,4,COMPLETED,yes
3398,25,COMPLETED,yes
3980,1,COMPLETED,no
223,2,COMPLETED,yes
-20,1,TIMEOUT,yes
3205,1,COMPLETED,no
1712,60,COMPLETED,yes
887,60,COMPLETED,yes
1983,60,COMPLETED,yes
2103,60,COMPLETED,yes
630,60,COMPLETED,yes
637,60,COMPLETED,yes
6691,1,COMPLETED,yes
1369,4,COMPLETED,yes
-3,10,TIMEOUT,yes
-27,30,TIMEOUT,yes
-7,30,TIMEOUT,yes
5325,8,FAILED,yes
5031,1,COMPLETED,yes
-7,50,TIMEOUT,yes
-13,50,TIMEOUT,yes
3118,1,COMPLETED,no
888,1,COMPLETED,no
1739,1,COMPLETED,no
7200,0,CANCELLED by 18552,no
7133,1,COMPLETED,yes
4615,36,COMPLETED,yes
5829,36,FAILED,yes
4605,36,COMPLETED,yes
4620,36,COMPLETED,yes
4581,36,COMPLETED,yes
5849,36,FAILED,yes
4569,36,COMPLETED,yes
4613,36,COMPLETED,yes
4541,36,COMPLETED,yes
4568,36,COMPLETED,yes
4605,36,COMPLETED,yes
4578,36,COMPLETED,yes
4598,36,COMPLETED,yes
3600,0,CANCELLED by 14461,no
4678,1,COMPLETED,yes
216,2,COMPLETED,yes
4698,1,COMPLETED,yes
4690,1,COMPLETED,yes
-10,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
-17,1,TIMEOUT,yes
3593,2,FAILED,yes
4662,1,COMPLETED,yes
4627,1,COMPLETED,yes
-17,1,TIMEOUT,yes
-18,1,TIMEOUT,yes
5400,0,CANCELLED by 62874,no
1792,6,FAILED,yes
1103,1,COMPLETED,yes
-12,1,TIMEOUT,yes
600,0,CANCELLED by 15686,no
3980,1,COMPLETED,no
7157,2,COMPLETED,yes
3576,2,COMPLETED,yes
4512,77,COMPLETED,yes
4372,77,COMPLETED,yes
4368,77,COMPLETED,yes
4498,77,COMPLETED,yes
4543,77,COMPLETED,yes
4567,77,COMPLETED,yes
4486,77,COMPLETED,yes
3579,77,COMPLETED,yes
3644,77,COMPLETED,yes
3107,77,COMPLETED,yes
3515,77,COMPLETED,yes
3478,77,COMPLETED,yes
2911,77,COMPLETED,yes
2511,77,COMPLETED,yes
2715,77,COMPLETED,yes
2862,77,COMPLETED,yes
2997,77,COMPLETED,yes
2852,77,COMPLETED,yes
2790,77,COMPLETED,yes
2772,77,COMPLETED,yes
2720,77,COMPLETED,yes
3118,77,COMPLETED,yes
-28,77,TIMEOUT,yes
2768,77,COMPLETED,yes
2840,77,COMPLETED,yes
600,0,CANCELLED by 18548,no
594,1,FAILED,yes
5342,1,CANCELLED by 18773,yes
3188,1,COMPLETED,no
1395,4,COMPLETED,yes
5286,2,FAILED,yes
1691,1,COMPLETED,yes
1739,9261,NODE_FAIL,no
3600,0,CANCELLED by 15679,no
3600,0,CANCELLED by 15679,no
-13,64,TIMEOUT,yes
6919,32,FAILED,yes
1170,8,COMPLETED,yes
871,16,COMPLETED,yes
3114,1,COMPLETED,no
871,32,COMPLETED,yes
888,1,COMPLETED,no
569,64,COMPLETED,yes
834,1,FAILED,yes
568,128,COMPLETED,yes
1739,1,COMPLETED,no
419,256,COMPLETED,yes
549,512,COMPLETED,yes
897,1,FAILED,yes
523,1K,COMPLETED,yes
1129,8,COMPLETED,yes
1075,16,COMPLETED,yes
1136,32,COMPLETED,yes
894,1,FAILED,yes
1148,64,COMPLETED,yes
1150,128,COMPLETED,yes
1145,256,COMPLETED,yes
1083,512,COMPLETED,yes
1083,1K,COMPLETED,yes
-13,64,TIMEOUT,yes
5291,2,FAILED,yes
1400,4,COMPLETED,yes
2873,1,COMPLETED,yes
2881,1,COMPLETED,yes
-13,32,TIMEOUT,yes
935,8,COMPLETED,yes
1036,16,COMPLETED,yes
266,2,COMPLETED,yes
-19,1,TIMEOUT,yes
1098,32,COMPLETED,yes
1118,64,COMPLETED,yes
1200,0,CANCELLED by 18298,no
3348,4,COMPLETED,yes
3450,4,COMPLETED,yes
3512,4,COMPLETED,yes
3540,4,COMPLETED,yes
3297,1,COMPLETED,yes
3438,2,COMPLETED,yes
3507,4,COMPLETED,yes
3529,4,COMPLETED,yes
536,128,COMPLETED,yes
1090,256,COMPLETED,yes
1080,512,COMPLETED,yes
449,1K,COMPLETED,yes
771,64,COMPLETED,yes
-21,8,TIMEOUT,yes
-5,16,TIMEOUT,yes
4911,1,COMPLETED,yes
-4,32,TIMEOUT,yes
235,64,COMPLETED,yes
349,128,COMPLETED,yes
414,256,COMPLETED,yes
2634,1,COMPLETED,yes
121,64,COMPLETED,yes
422,512,COMPLETED,yes
429,1K,COMPLETED,yes
2481,8,COMPLETED,yes
-16,1,TIMEOUT,yes
3977,1,COMPLETED,no
1090,8,COMPLETED,yes
1059,16,COMPLETED,yes
503,32,FAILED,yes
994,32,COMPLETED,yes
-20,64,TIMEOUT,yes
36,128,COMPLETED,yes
4361,4,COMPLETED,yes
597,256,COMPLETED,yes
849,512,COMPLETED,yes
958,1K,COMPLETED,yes
1114,8,COMPLETED,yes
1136,16,COMPLETED,yes
1158,32,COMPLETED,yes
1140,64,COMPLETED,yes
269,2,COMPLETED,yes
1114,128,COMPLETED,yes
1389,4,COMPLETED,yes
1038,256,COMPLETED,yes
-13,512,TIMEOUT,yes
-26,1K,TIMEOUT,yes
3206,1,COMPLETED,no
270,2,COMPLETED,yes
5287,2,FAILED,yes
-28,1,TIMEOUT,yes
672,4,COMPLETED,yes
-25,1,TIMEOUT,yes
-18,250,TIMEOUT,yes
3121,1,COMPLETED,no
881,1,COMPLETED,no
1800,0,CANCELLED by 18655,no
656,20,COMPLETED,yes
1738,1,COMPLETED,no
600,0,CANCELLED by 15686,no
-12,1,TIMEOUT,yes
-19,1,TIMEOUT,yes
300,0,CANCELLED by 17979,no
268,2,COMPLETED,yes
1800,0,CANCELLED by 15855,no
-10,32,TIMEOUT,yes
7192,5,FAILED,yes
2137,92,CANCELLED by 14783,yes
1904,8,COMPLETED,yes
587,3,COMPLETED,yes
1178,2,FAILED,yes
266,2,COMPLETED,yes
-15,128,TIMEOUT,yes
1547,40,FAILED,yes
1550,40,FAILED,yes
1639,40,FAILED,yes
1754,40,FAILED,yes
3600,0,CANCELLED by 15855,no
3600,0,CANCELLED by 15855,no
7200,0,CANCELLED by 18552,no
270,2,COMPLETED,yes
5531,300,COMPLETED,yes
-26,2,TIMEOUT,yes
7193,4,COMPLETED,yes
-27,32,TIMEOUT,yes
5290,2,FAILED,yes
300,0,CANCELLED by 15344,no
76,64,COMPLETED,yes
49,64,COMPLETED,yes
2370,4,COMPLETED,yes
600,0,CANCELLED by 62983,no
-25,1,TIMEOUT,yes
3600,0,CANCELLED by 18788,no
113,24,COMPLETED,yes
90,6,COMPLETED,yes
3984,1,COMPLETED,no
1183,2,FAILED,yes
7200,0,CANCELLED by 30979,no
2581,63,COMPLETED,yes
2755,63,COMPLETED,yes
1183,2,FAILED,yes
5335,2880,FAILED,yes
3600,0,FAILED,no
3600,0,CANCELLED by 18788,no
5289,2,FAILED,yes
5341,2880,FAILED,yes
7200,0,CANCELLED by 30979,no
3205,1,COMPLETED,no
7192,2,FAILED,yes
-7,128,TIMEOUT,yes
1800,0,CANCELLED by 18655,no
-26,2,TIMEOUT,yes
3600,0,CANCELLED by 18788,no
6250,8,COMPLETED,yes
-21,18,TIMEOUT,yes
1369,4,COMPLETED,yes
5266,2,FAILED,yes
3118,1,COMPLETED,no
3680,2304,NODE_FAIL,yes
881,1,COMPLETED,no
5340,2304,FAILED,yes
1731,1,COMPLETED,no
896,1,FAILED,yes
1258,1,COMPLETED,yes
1154,1,COMPLETED,yes
3600,0,CANCELLED by 18788,no
1184,1,COMPLETED,yes
1146,1,COMPLETED,yes
1167,1,COMPLETED,yes
1180,1,COMPLETED,yes
1167,1,COMPLETED,yes
1167,1,COMPLETED,yes
1183,1,COMPLETED,yes
1196,1,COMPLETED,yes
894,1,COMPLETED,yes
1755,1,FAILED,yes
3600,0,CANCELLED by 18788,no
72,64,COMPLETED,yes
3600,0,CANCELLED by 18788,no
-17,1,TIMEOUT,yes
-12,512,TIMEOUT,yes
3600,0,CANCELLED by 15117,no
1566,10,COMPLETED,yes
1539,10,COMPLETED,yes
1487,10,COMPLETED,yes
1290,10,COMPLETED,yes
1203,10,COMPLETED,yes
-28,10,TIMEOUT,yes
1315,10,COMPLETED,yes
1445,10,COMPLETED,yes
1526,10,COMPLETED,yes
1551,10,COMPLETED,yes
1960,10,COMPLETED,yes
1940,10,COMPLETED,yes
1943,10,COMPLETED,yes
1901,10,COMPLETED,yes
6931,10,FAILED,yes
2001,10,COMPLETED,yes
-8,10,TIMEOUT,yes
1760,10,COMPLETED,yes
1949,10,COMPLETED,yes
2003,10,COMPLETED,yes
590,256,FAILED,yes
274,1,COMPLETED,yes
88,1,COMPLETED,yes
-6,1,TIMEOUT,yes
538,1,FAILED,yes
563,2,FAILED,yes
3600,0,CANCELLED by 15117,no
1400,4,COMPLETED,yes
231,2,COMPLETED,yes
3982,1,COMPLETED,no
576,4,FAILED,yes
577,8,FAILED,yes
3600,0,CANCELLED by 15117,no
583,16,FAILED,yes
1386,8,COMPLETED,yes
968,1,COMPLETED,yes
7197,4,COMPLETED,yes
7191,1,COMPLETED,yes
556,32,COMPLETED,yes
563,64,COMPLETED,yes
3205,1,COMPLETED,no
312,1,COMPLETED,yes
424,2,COMPLETED,yes
475,4,COMPLETED,yes
3053,32,CANCELLED by 18473,yes
171,1,COMPLETED,yes
94,6,COMPLETED,yes
514,8,COMPLETED,yes
538,16,COMPLETED,yes
285,128,FAILED,yes
6541,16,COMPLETED,yes
3122,1,COMPLETED,no
887,1,COMPLETED,no
83,1,COMPLETED,yes
1732,1,COMPLETED,no
-29,1,TIMEOUT,yes
99,3,COMPLETED,yes
420,120,COMPLETED,yes
931,4,COMPLETED,yes
-2,100,TIMEOUT,yes
-12,4,TIMEOUT,yes
-18,1,TIMEOUT,yes
-3,4,TIMEOUT,yes
233,2,COMPLETED,yes
233,2,COMPLETED,yes
5278,2,FAILED,yes
3600,0,CANCELLED by 16105,no
2581,1,FAILED,yes
291,1,FAILED,yes
101,3,COMPLETED,yes
7193,90,COMPLETED,yes
557,12,COMPLETED,yes
4247,4,COMPLETED,yes
1800,0,CANCELLED by 13779,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7072,26,COMPLETED,yes
4196,108,COMPLETED,yes
724,108,COMPLETED,yes
707,108,COMPLETED,yes
731,108,COMPLETED,yes
706,108,COMPLETED,yes
699,108,COMPLETED,yes
706,108,COMPLETED,yes
707,108,COMPLETED,yes
558,108,COMPLETED,yes
527,108,COMPLETED,yes
3824,108,COMPLETED,yes
539,108,COMPLETED,yes
281,108,COMPLETED,yes
280,108,COMPLETED,yes
332,108,COMPLETED,yes
343,108,COMPLETED,yes
413,108,COMPLETED,yes
506,108,COMPLETED,yes
285,108,COMPLETED,yes
553,108,COMPLETED,yes
3861,54,COMPLETED,yes
307,54,COMPLETED,yes
329,54,COMPLETED,yes
3789,54,NODE_FAIL,yes
292,54,COMPLETED,yes
291,54,COMPLETED,yes
489,54,COMPLETED,yes
523,54,COMPLETED,yes
530,54,COMPLETED,yes
510,54,COMPLETED,yes
1742,1,FAILED,yes
4004,108,COMPLETED,yes
53,108,CANCELLED by 17610,yes
526,108,COMPLETED,yes
533,108,COMPLETED,yes
566,108,COMPLETED,yes
881,108,CANCELLED by 17610,yes
3100,108,CANCELLED by 17610,yes
3145,108,CANCELLED by 17610,yes
3187,108,CANCELLED by 17610,yes
3265,108,CANCELLED by 17610,yes
5495,108,CANCELLED by 17610,yes
5772,108,CANCELLED by 17610,yes
6178,108,CANCELLED by 17610,yes
6178,108,CANCELLED by 17610,yes
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
7200,0,CANCELLED by 17610,no
3987,1,COMPLETED,no
940,4,COMPLETED,yes
7168,2,FAILED,yes
87,1,COMPLETED,yes
1800,0,CANCELLED by 18551,no
2659,13,COMPLETED,yes
1694,1,FAILED,yes
987,1,CANCELLED by 16944,yes
3199,1,COMPLETED,no
1711,1,FAILED,yes
216,2,COMPLETED,yes
273,2,COMPLETED,yes
85,6,COMPLETED,yes
108,64,COMPLETED,yes
-16,2,TIMEOUT,yes
1698,1,COMPLETED,yes
96,24,COMPLETED,yes
247,2,COMPLETED,yes
1791,2,FAILED,yes
3117,1,COMPLETED,no
889,1,COMPLETED,no
