Time Difference (s),Nodes,State,Backfilled
823,1000,COMPLETED,yes
1786,2,FAILED,yes
1735,1,COMPLETED,no
1674,32,COMPLETED,yes
1702,1,FAILED,yes
272,1,COMPLETED,yes
1753,1,FAILED,yes
1787,4,COMPLETED,yes
1178,1,COMPLETED,yes
1787,2,FAILED,yes
1714,1,FAILED,yes
7200,0,CANCELLED by 18500,no
291,1,FAILED,yes
-25,4,TIMEOUT,yes
-11,2,TIMEOUT,yes
1785,2,FAILED,yes
2415,16,CANCELLED by 62874,yes
-7,2,TIMEOUT,yes
1784,2,FAILED,yes
1476,1,CANCELLED by 16944,yes
2984,128,FAILED,yes
7191,1,FAILED,yes
2625,1,COMPLETED,yes
7200,0,CANCELLED by 18664,no
414,7,COMPLETED,yes
503,7,COMPLETED,yes
1787,2,FAILED,yes
989,2,CANCELLED by 16819,yes
1800,7,CANCELLED by 16819,yes
924,4,COMPLETED,yes
1749,1,FAILED,yes
7200,0,CANCELLED by 16448,no
-17,1,TIMEOUT,yes
3985,1,COMPLETED,no
7200,0,CANCELLED by 16448,no
5787,2,FAILED,yes
3600,0,CANCELLED by 6432,no
806,1,CANCELLED by 16944,yes
1784,2,FAILED,yes
6968,1,FAILED,yes
-3,1,TIMEOUT,yes
5808,2,FAILED,yes
2880,1,COMPLETED,no
1704,1,COMPLETED,yes
-18,1,TIMEOUT,yes
282,1,COMPLETED,yes
452,120,COMPLETED,yes
7200,0,CANCELLED by 16448,no
6382,1K,COMPLETED,yes
3600,0,CANCELLED by 18664,no
1703,1,COMPLETED,yes
3105,1,COMPLETED,no
886,1,COMPLETED,no
3155,4,FAILED,yes
11493,2K,NODE_FAIL,yes
128,40,COMPLETED,yes
564,1,COMPLETED,yes
1739,1,COMPLETED,no
1800,0,CANCELLED by 14926,no
3155,4,FAILED,yes
1598,32,COMPLETED,yes
-11,1,TIMEOUT,yes
7200,0,CANCELLED by 12497,no
290,4,FAILED,yes
7200,0,CANCELLED by 12497,no
3039,1,COMPLETED,yes
7200,0,CANCELLED by 12497,no
7200,0,CANCELLED by 12497,no
-22,32,TIMEOUT,yes
1787,2,FAILED,yes
900,0,CANCELLED by 18240,no
1613,1,CANCELLED by 16944,yes
856,8,FAILED,yes
-14,1,TIMEOUT,yes
277,1,COMPLETED,yes
1677,1,COMPLETED,yes
7198,1,FAILED,yes
1783,2,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7196,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7196,1,FAILED,yes
7196,1,FAILED,yes
7196,1,FAILED,yes
7197,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7196,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7197,1,FAILED,yes
7197,1,FAILED,yes
7197,1,FAILED,yes
7197,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7199,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
7198,1,FAILED,yes
584,10,COMPLETED,yes
1404,1,CANCELLED by 16944,yes
1397,4,COMPLETED,yes
-24,600,TIMEOUT,yes
1783,2,FAILED,yes
600,0,CANCELLED by 17581,no
489,10,CANCELLED by 17581,yes
2957,25,FAILED,yes
3542,25,COMPLETED,yes
-8,18,TIMEOUT,yes
3975,1,COMPLETED,no
-29,1,TIMEOUT,yes
2615,96,COMPLETED,yes
-27,1,TIMEOUT,yes
4758,2,COMPLETED,yes
512,10,CANCELLED by 17581,yes
1344,1,CANCELLED by 16944,yes
1800,0,CANCELLED by 6432,no
473,1,CANCELLED by 17581,yes
1498,1,CANCELLED by 0,yes
3600,0,CANCELLED by 16491,no
7200,0,CANCELLED by 16755,no
1786,2,FAILED,yes
-8,1,TIMEOUT,yes
3207,1,COMPLETED,no
3600,0,CANCELLED by 16491,no
900,0,CANCELLED by 16491,no
7192,84,COMPLETED,yes
493,1,CANCELLED by 17581,yes
1762,1,FAILED,yes
1776,1,COMPLETED,yes
1437,1,COMPLETED,yes
-7,32,TIMEOUT,yes
600,0,CANCELLED by 8771,no
600,0,CANCELLED by 16251,no
7190,4,FAILED,yes
60,0,CANCELLED by 8771,no
7200,0,CANCELLED by 17581,no
5400,0,CANCELLED by 62874,no
-6,2,TIMEOUT,yes
1515,1,CANCELLED by 16944,yes
-13,1,TIMEOUT,yes
3117,1,COMPLETED,no
4171,10,COMPLETED,yes
4204,10,COMPLETED,yes
4061,10,COMPLETED,yes
4203,10,COMPLETED,yes
-27,10,TIMEOUT,yes
881,1,COMPLETED,no
1728,1,COMPLETED,no
6220,1,CANCELLED by 17581,yes
-22,10,TIMEOUT,yes
1789,2,FAILED,yes
1749,1,FAILED,yes
3594,1,FAILED,yes
6984,1,FAILED,yes
5281,2,FAILED,yes
7194,1,FAILED,yes
3821,1,COMPLETED,yes
3600,0,CANCELLED by 17676,no
3598,1,FAILED,yes
-10,2,TIMEOUT,yes
3768,1,COMPLETED,yes
7110,1,FAILED,yes
592,256,FAILED,yes
3129,16,CANCELLED by 62874,yes
3591,1,COMPLETED,yes
1697,1,COMPLETED,yes
544,84,COMPLETED,yes
4072,8,COMPLETED,yes
1781,2,FAILED,yes
269,1,COMPLETED,yes
7115,1,FAILED,yes
592,256,FAILED,yes
3569,1,COMPLETED,yes
1527,2,COMPLETED,yes
600,0,CANCELLED by 18646,no
74,1,COMPLETED,yes
6875,1,FAILED,yes
4181,10,COMPLETED,yes
4204,10,COMPLETED,yes
3973,10,COMPLETED,yes
4188,10,COMPLETED,yes
-27,10,TIMEOUT,yes
7200,0,CANCELLED by 7319,no
3986,1,COMPLETED,no
468,8,COMPLETED,yes
1591,1,CANCELLED by 16944,yes
-10,2,TIMEOUT,yes
-4,1,TIMEOUT,yes
-6,1,TIMEOUT,yes
1781,2,FAILED,yes
1693,1,FAILED,yes
3041,1,FAILED,yes
5400,0,CANCELLED by 62874,no
5842,1,COMPLETED,yes
3208,1,COMPLETED,no
7164,1,COMPLETED,yes
275,1,COMPLETED,yes
282,1,CANCELLED by 16944,yes
600,0,CANCELLED by 17581,no
600,0,CANCELLED by 17581,no
288,4,FAILED,yes
600,0,CANCELLED by 18646,no
5400,0,CANCELLED by 2435,no
7178,1,FAILED,yes
71,1,COMPLETED,yes
3300,0,CANCELLED by 39834,no
269,1,COMPLETED,yes
5144,1,FAILED,yes
1500,0,CANCELLED by 39834,no
3300,0,CANCELLED by 39834,no
2718,1,COMPLETED,yes
2866,1K,COMPLETED,yes
3116,1,COMPLETED,no
889,1,COMPLETED,no
906,1,FAILED,yes
5334,2880,COMPLETED,yes
1732,1,COMPLETED,no
1306,1,COMPLETED,yes
-28,2,TIMEOUT,yes
1294,1,COMPLETED,yes
1493,1,COMPLETED,yes
71,1,COMPLETED,yes
1536,2,COMPLETED,yes
1781,2,FAILED,yes
5279,2,FAILED,yes
1994,1,COMPLETED,yes
1396,4,COMPLETED,yes
-6,1,TIMEOUT,yes
-7,1,TIMEOUT,yes
6371,1,FAILED,yes
3591,1,COMPLETED,yes
72,1,COMPLETED,yes
279,1,COMPLETED,yes
1792,8,FAILED,yes
2475,8,COMPLETED,yes
1484,1,CANCELLED by 16944,yes
122,1,COMPLETED,yes
3981,1,COMPLETED,no
1532,4,COMPLETED,yes
-26,2,TIMEOUT,yes
1348,4,COMPLETED,yes
3589,1,COMPLETED,yes
1035,1,COMPLETED,yes
-18,8,TIMEOUT,yes
-28,1,TIMEOUT,yes
3201,1,COMPLETED,no
2591,16,CANCELLED by 62874,yes
-24,1,TIMEOUT,yes
7190,1,COMPLETED,yes
2599,32,COMPLETED,yes
1078,4,COMPLETED,yes
4476,32,CANCELLED by 13779,yes
2596,32,COMPLETED,yes
3042,32,COMPLETED,yes
1131,1,FAILED,yes
3622,32,COMPLETED,yes
-27,32,TIMEOUT,yes
2420,32,COMPLETED,yes
3113,1,COMPLETED,no
888,1,COMPLETED,no
1734,1,COMPLETED,no
-10,2,TIMEOUT,yes
1046,1,FAILED,yes
1173,2,COMPLETED,yes
600,0,CANCELLED by 18646,no
123,1,COMPLETED,yes
1793,8,COMPLETED,yes
2170,1,CANCELLED by 18664,yes
2064,1,CANCELLED by 14226,yes
-15,64,TIMEOUT,yes
674,12,COMPLETED,yes
1710,8,COMPLETED,yes
291,1,COMPLETED,yes
3600,0,CANCELLED by 18719,no
6535,16,COMPLETED,yes
120,0,CANCELLED by 15927,no
120,0,CANCELLED by 15927,no
3600,0,CANCELLED by 18706,no
-23,30,TIMEOUT,yes
7167,1,FAILED,yes
-12,30,TIMEOUT,yes
3981,1,COMPLETED,no
490,2,COMPLETED,yes
130,1,COMPLETED,yes
120,0,CANCELLED by 15927,no
-14,50,TIMEOUT,yes
1978,8,COMPLETED,yes
120,0,CANCELLED by 15927,no
7003,1,FAILED,yes
-19,1,TIMEOUT,yes
-29,1,TIMEOUT,yes
7194,4,COMPLETED,yes
0,1,TIMEOUT,yes
2627,4,COMPLETED,yes
1405,8,COMPLETED,yes
3595,1,FAILED,yes
540,84,COMPLETED,yes
494,84,COMPLETED,yes
102,84,COMPLETED,yes
544,84,COMPLETED,yes
540,84,COMPLETED,yes
-11,1,TIMEOUT,yes
3199,1,COMPLETED,no
1744,1,FAILED,yes
3534,1,FAILED,yes
1884,1,FAILED,yes
675,20,COMPLETED,yes
1524,8,COMPLETED,yes
7176,4,FAILED,yes
3587,13,COMPLETED,yes
7097,4,CANCELLED by 16690,yes
-28,1,TIMEOUT,yes
1679,8,COMPLETED,yes
3497,1,COMPLETED,yes
4340,4,COMPLETED,yes
-14,2,TIMEOUT,yes
3235,24,FAILED,yes
1269,1,COMPLETED,yes
2875,2,CANCELLED by 14997,yes
3116,1,COMPLETED,no
7194,4,COMPLETED,yes
888,1,COMPLETED,no
5400,0,CANCELLED by 62874,no
7095,4,CANCELLED by 16690,yes
6668,8,FAILED,yes
1736,1,COMPLETED,no
1739,1,FAILED,yes
1890,2,FAILED,yes
7200,0,CANCELLED by 16519,no
5279,2,FAILED,yes
496,1,COMPLETED,yes
491,1,COMPLETED,yes
600,0,CANCELLED by 16783,no
821,13,COMPLETED,yes
7046,4,CANCELLED by 16690,yes
1788,2,FAILED,yes
916,1,FAILED,yes
-25,1,TIMEOUT,yes
1712,8,COMPLETED,yes
3434,1,COMPLETED,yes
779,1,COMPLETED,yes
3555,1,FAILED,yes
-20,1,TIMEOUT,yes
498,2,COMPLETED,yes
-12,16,TIMEOUT,yes
131,1,COMPLETED,yes
4136,8,COMPLETED,yes
1511,16,COMPLETED,yes
1169,40,COMPLETED,yes
1889,2,FAILED,yes
493,1,COMPLETED,yes
488,1,COMPLETED,yes
600,0,CANCELLED by 16783,no
740,1,COMPLETED,yes
46,1,FAILED,yes
7038,4,FAILED,yes
1683,1,CANCELLED by 16944,yes
571,1,COMPLETED,yes
7194,4,COMPLETED,yes
484,8,COMPLETED,yes
3301,1,CANCELLED by 18618,yes
1370,600,COMPLETED,yes
1800,0,CANCELLED by 13825,no
1800,0,CANCELLED by 13825,no
3411,12,COMPLETED,yes
2596,300,FAILED,yes
-10,150,TIMEOUT,yes
1782,4,FAILED,yes
3600,0,CANCELLED by 14997,no
7194,4,COMPLETED,yes
-29,1,TIMEOUT,yes
1782,4,FAILED,yes
-5,1,TIMEOUT,yes
2469,27,COMPLETED,yes
3096,2,CANCELLED by 18618,yes
2592,8,COMPLETED,yes
7193,4,COMPLETED,yes
542,8,COMPLETED,yes
1781,4,FAILED,yes
7196,4,COMPLETED,yes
-29,200,TIMEOUT,yes
7128,1,COMPLETED,yes
3981,1,COMPLETED,no
7194,4,COMPLETED,yes
820,1,COMPLETED,yes
499,2,COMPLETED,yes
1712,4,CANCELLED by 16690,yes
7194,4,COMPLETED,yes
5208,1,COMPLETED,yes
46,1,COMPLETED,yes
47,1,COMPLETED,yes
1766,2,COMPLETED,yes
-4,1,TIMEOUT,yes
21,1,FAILED,yes
7195,4,COMPLETED,yes
7194,4,COMPLETED,yes
6304,100,COMPLETED,yes
131,1,COMPLETED,yes
1674,32,COMPLETED,yes
1732,4,FAILED,yes
481,64,COMPLETED,yes
471,512,COMPLETED,yes
458,1000,COMPLETED,yes
465,1728,COMPLETED,yes
589,2744,FAILED,yes
592,4K,FAILED,yes
586,8000,FAILED,yes
600,0,CANCELLED by 16783,no
3207,1,COMPLETED,no
7195,4,COMPLETED,yes
5451,2,COMPLETED,yes
800,64,COMPLETED,yes
797,512,COMPLETED,yes
769,4K,COMPLETED,yes
900,0,CANCELLED by 16916,no
-5,2K,TIMEOUT,yes
3600,0,CANCELLED by 18618,no
-9,256,TIMEOUT,yes
282,256,FAILED,yes
3206,32,FAILED,yes
3107,1,COMPLETED,no
886,1,COMPLETED,no
2637,4K,COMPLETED,yes
7194,4,COMPLETED,yes
1687,4K,COMPLETED,yes
2568,4K,COMPLETED,yes
2756,4K,COMPLETED,yes
1722,1,COMPLETED,no
2648,4K,COMPLETED,yes
-4,4K,TIMEOUT,yes
2671,4K,COMPLETED,yes
-11,4K,TIMEOUT,yes
2682,4K,COMPLETED,yes
339,4K,COMPLETED,yes
131,1,COMPLETED,yes
2320,4K,COMPLETED,yes
-10,4K,TIMEOUT,yes
1559,4,FAILED,yes
-26,27,TIMEOUT,yes
-11,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
-6,1,TIMEOUT,yes
-6,1,TIMEOUT,yes
-7,1,TIMEOUT,yes
1889,2,FAILED,yes
1041,1,FAILED,yes
7195,4,COMPLETED,yes
4363,4,COMPLETED,yes
147,1,FAILED,yes
7191,1,FAILED,yes
600,0,CANCELLED by 18874,no
1959,128,COMPLETED,yes
817,1,FAILED,yes
-22,1,TIMEOUT,yes
7195,4,COMPLETED,yes
5686,1,COMPLETED,yes
7194,4,COMPLETED,yes
7194,4,COMPLETED,yes
4633,1,COMPLETED,yes
4700,1,COMPLETED,yes
7082,54,COMPLETED,yes
1011,1,FAILED,yes
3844,1,COMPLETED,yes
3455,25,COMPLETED,yes
7194,4,COMPLETED,yes
1456,1000,COMPLETED,yes
57,2,COMPLETED,yes
7194,4,COMPLETED,yes
4060,8,COMPLETED,yes
1580,40,FAILED,yes
1615,40,FAILED,yes
3973,1,COMPLETED,no
7191,2,FAILED,yes
7191,1,FAILED,yes
1590,40,FAILED,yes
1891,2,FAILED,yes
3600,0,CANCELLED by 15855,no
1642,40,FAILED,yes
1674,1,COMPLETED,yes
2550,63,COMPLETED,yes
3190,1,COMPLETED,no
2821,1000,COMPLETED,yes
1690,2,COMPLETED,yes
129,1,COMPLETED,yes
6257,100,FAILED,yes
30600,0,CANCELLED by 13717,no
-12,1,TIMEOUT,yes
3604,1,FAILED,yes
3115,1,COMPLETED,no
1597,32,COMPLETED,yes
887,1,COMPLETED,no
1740,1,COMPLETED,no
7195,4,COMPLETED,yes
1026,40,COMPLETED,yes
1056,4,COMPLETED,yes
2542,4,COMPLETED,yes
7194,4,COMPLETED,yes
1518,1,CANCELLED by 17581,yes
1516,1,CANCELLED by 17581,yes
1517,1,CANCELLED by 17581,yes
-26,13,TIMEOUT,yes
828,8,FAILED,yes
1858,8,COMPLETED,yes
7194,4,COMPLETED,yes
838,1000,COMPLETED,yes
452,12,COMPLETED,yes
1414,8,COMPLETED,yes
7195,4,COMPLETED,yes
1666,4,COMPLETED,yes
-21,4,TIMEOUT,yes
5332,2880,COMPLETED,yes
1800,0,CANCELLED by 15027,no
1517,1,COMPLETED,yes
1205,1,COMPLETED,yes
1440,1,COMPLETED,yes
-27,8,TIMEOUT,yes
-17,16,TIMEOUT,yes
-28,32,TIMEOUT,yes
-14,64,TIMEOUT,yes
1792,8,COMPLETED,yes
3120,1000,COMPLETED,yes
7193,4,COMPLETED,yes
1722,8,COMPLETED,yes
376,7,COMPLETED,yes
7195,4,COMPLETED,yes
452,7,COMPLETED,yes
5400,0,CANCELLED by 17535,no
35,40,COMPLETED,yes
1641,2880,COMPLETED,yes
7194,4,COMPLETED,yes
143,40,COMPLETED,yes
77,40,COMPLETED,yes
105,40,COMPLETED,yes
1796,128,COMPLETED,yes
1698,8,COMPLETED,yes
1696,1,COMPLETED,yes
1673,8,COMPLETED,yes
3394,1,COMPLETED,yes
6013,2,FAILED,yes
7186,4,COMPLETED,yes
4373,4,COMPLETED,yes
0,54,TIMEOUT,yes
2449,8,COMPLETED,yes
1879,6,FAILED,yes
5384,128,COMPLETED,yes
1191,1,COMPLETED,yes
3973,1,COMPLETED,no
7194,4,COMPLETED,yes
6674,1,COMPLETED,yes
618,32,CANCELLED by 18473,yes
82,40,COMPLETED,yes
7193,1,FAILED,yes
-24,40,TIMEOUT,yes
3909,40,CANCELLED by 16819,yes
7194,4,COMPLETED,yes
-13,1,TIMEOUT,yes
7188,2,FAILED,yes
7195,1,FAILED,yes
7196,4,COMPLETED,yes
5662,6,COMPLETED,yes
1663,16,COMPLETED,yes
3884,1000,COMPLETED,yes
7194,4,COMPLETED,yes
176,40,COMPLETED,yes
6102,2,COMPLETED,yes
3210,1,COMPLETED,no
6151,1,COMPLETED,yes
7196,6,CANCELLED by 16918,yes
7195,4,COMPLETED,yes
177,100,COMPLETED,yes
2992,63,COMPLETED,yes
586,32,CANCELLED by 18473,yes
7195,4,COMPLETED,yes
4117,8,COMPLETED,yes
7195,4,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
3105,1,COMPLETED,no
686,20,COMPLETED,yes
888,1,COMPLETED,no
7197,4,COMPLETED,yes
1739,1,COMPLETED,no
3597,1,COMPLETED,yes
-14,16,TIMEOUT,yes
1609,32,COMPLETED,yes
7196,4,COMPLETED,yes
-8,3,TIMEOUT,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
7195,4,COMPLETED,yes
7194,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7193,4,COMPLETED,yes
6994,1,COMPLETED,yes
1518,64,COMPLETED,yes
7197,4,COMPLETED,yes
7121,2,COMPLETED,yes
7196,4,COMPLETED,yes
7195,4,COMPLETED,yes
-28,96,TIMEOUT,yes
288,2,COMPLETED,yes
7190,1,COMPLETED,yes
7195,4,COMPLETED,yes
3598,1,COMPLETED,yes
5437,1,COMPLETED,yes
279,6,COMPLETED,yes
588,4,COMPLETED,yes
-10,2,TIMEOUT,yes
1795,1,FAILED,yes
7197,4,COMPLETED,yes
-7,4,TIMEOUT,yes
-24,4,TIMEOUT,yes
7196,4,COMPLETED,yes
355,1,COMPLETED,yes
15120,0,CANCELLED by 58361,no
35,2,COMPLETED,yes
3597,1,COMPLETED,yes
1683,8,COMPLETED,yes
7196,4,COMPLETED,yes
15000,0,CANCELLED by 58361,no
7197,4,COMPLETED,yes
3984,1,COMPLETED,no
7194,4,COMPLETED,yes
2034,320,NODE_FAIL,yes
7197,4,COMPLETED,yes
2078,320,NODE_FAIL,yes
1632,32,COMPLETED,yes
7191,1,COMPLETED,yes
7197,4,COMPLETED,yes
138,4,CANCELLED by 17824,yes
7196,4,COMPLETED,yes
7194,4,COMPLETED,yes
-19,1,TIMEOUT,yes
4249,4,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
259,8,COMPLETED,yes
3204,1,COMPLETED,no
59,1,FAILED,yes
7196,4,COMPLETED,yes
58,1,COMPLETED,yes
1253,8,COMPLETED,yes
7196,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
1102,32,COMPLETED,yes
1436,128,COMPLETED,yes
7194,4,COMPLETED,yes
7196,4,COMPLETED,yes
-27,13,TIMEOUT,yes
7197,4,COMPLETED,yes
-12,5760,TIMEOUT,yes
1010,5760,COMPLETED,no
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
-24,2,TIMEOUT,yes
7192,4,COMPLETED,yes
7197,4,COMPLETED,yes
94,6,COMPLETED,yes
7195,4,COMPLETED,yes
2632,4,COMPLETED,yes
3118,1,COMPLETED,no
878,1,COMPLETED,no
7196,4,COMPLETED,yes
1735,1,COMPLETED,no
7197,4,COMPLETED,yes
7196,4,COMPLETED,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
7185,1,COMPLETED,yes
-24,2K,TIMEOUT,yes
7197,4,COMPLETED,yes
7197,4,COMPLETED,yes
1685,1,COMPLETED,yes
7196,4,COMPLETED,yes
39,2,COMPLETED,yes
7195,4,COMPLETED,yes
7196,4,COMPLETED,yes
101,22,COMPLETED,yes
7187,4,COMPLETED,yes
3935,8,COMPLETED,yes
3300,0,CANCELLED by 39834,no
1387,8K,COMPLETED,yes
539,84,COMPLETED,yes
48,84,COMPLETED,yes
325,84,COMPLETED,yes
545,84,COMPLETED,yes
-6,84,TIMEOUT,yes
485,84,COMPLETED,yes
7200,0,CANCELLED by 17824,no
1421,1,COMPLETED,yes
584,1,COMPLETED,yes
-15,1,TIMEOUT,yes
3592,8,CANCELLED by 14472,yes
6496,8,COMPLETED,yes
538,1,CANCELLED by 17824,yes
-27,1,TIMEOUT,yes
587,4,COMPLETED,yes
550,4,CANCELLED by 17824,yes
1790,30,COMPLETED,yes
3980,1,COMPLETED,no
3332,1,COMPLETED,yes
1800,0,CANCELLED by 6432,no
1550,64,COMPLETED,yes
40,2,COMPLETED,yes
1151,40,FAILED,yes
1349,40,FAILED,yes
1430,40,FAILED,yes
1333,40,FAILED,yes
97,88,COMPLETED,yes
3202,1,COMPLETED,no
1795,8,FAILED,yes
1800,0,CANCELLED by 15027,no
417,2000,COMPLETED,yes
435,2000,COMPLETED,yes
447,2000,COMPLETED,yes
453,2000,COMPLETED,yes
446,2000,COMPLETED,yes
455,2000,COMPLETED,yes
450,2000,COMPLETED,yes
440,2000,COMPLETED,yes
436,2000,COMPLETED,yes
424,2000,COMPLETED,yes
444,2000,COMPLETED,yes
455,2000,COMPLETED,yes
451,2000,COMPLETED,yes
436,2000,COMPLETED,yes
446,2000,COMPLETED,yes
444,2000,COMPLETED,yes
450,2000,COMPLETED,yes
453,2000,COMPLETED,yes
425,2000,COMPLETED,yes
440,2000,COMPLETED,yes
434,2000,COMPLETED,yes
438,2000,COMPLETED,yes
433,2000,COMPLETED,yes
435,2000,COMPLETED,yes
36,2,COMPLETED,yes
437,2000,COMPLETED,yes
1800,0,CANCELLED by 15027,no
1796,8,FAILED,yes
831,1000,COMPLETED,yes
1070,8,FAILED,yes
3109,1,COMPLETED,no
1431,600,COMPLETED,yes
887,1,COMPLETED,no
7200,0,CANCELLED by 15886,no
1740,1,COMPLETED,no
7200,0,CANCELLED by 15886,no
-11,1,TIMEOUT,yes
1619,1,COMPLETED,yes
1548,32,COMPLETED,yes
-9,256,TIMEOUT,yes
6760,8,FAILED,yes
7195,4,COMPLETED,yes
408,128,FAILED,yes
-4,128,TIMEOUT,yes
287,64,FAILED,yes
2554,8,COMPLETED,yes
1718,8,COMPLETED,yes
660,12,COMPLETED,yes
1007,4,COMPLETED,yes
1161,8,COMPLETED,yes
512,7,COMPLETED,yes
326,7,COMPLETED,yes
7190,4,COMPLETED,yes
7186,4,COMPLETED,yes
4278,4,COMPLETED,yes
7181,4,COMPLETED,yes
1115,3,FAILED,yes
905,32,COMPLETED,yes
816,32,FAILED,yes
1527,40,FAILED,yes
884,16,FAILED,yes
7196,4,COMPLETED,yes
902,32,COMPLETED,yes
2453,1,COMPLETED,yes
3970,1,COMPLETED,no
4019,8,COMPLETED,yes
1768,128,COMPLETED,yes
7196,4,COMPLETED,yes
-22,1,TIMEOUT,yes
7197,4,COMPLETED,yes
-4,20,TIMEOUT,yes
1179,3,FAILED,yes
38,2,COMPLETED,yes
5283,2,COMPLETED,yes
7188,4,COMPLETED,yes
3197,1,COMPLETED,no
7138,4,COMPLETED,yes
7106,4,COMPLETED,yes
453,2000,COMPLETED,yes
460,2000,COMPLETED,yes
49,2000,COMPLETED,yes
27,2000,COMPLETED,yes
28,2000,COMPLETED,yes
7196,4,COMPLETED,yes
182,2000,COMPLETED,yes
346,2000,FAILED,yes
348,2000,FAILED,yes
243,2000,COMPLETED,yes
332,2000,FAILED,yes
332,2000,FAILED,yes
7127,4,COMPLETED,yes
332,2000,FAILED,yes
770,32,COMPLETED,yes
777,16,COMPLETED,yes
7200,0,CANCELLED by 17227,no
3117,1,COMPLETED,no
887,1,COMPLETED,no
6177,64,COMPLETED,yes
5846,64,COMPLETED,yes
1785,30,COMPLETED,yes
1739,1,COMPLETED,no
5952,10,COMPLETED,yes
4904,10,COMPLETED,yes
3489,1,COMPLETED,yes
1550,2,COMPLETED,yes
1790,30,COMPLETED,yes
278,6,COMPLETED,yes
-6,6,TIMEOUT,yes
6673,10,COMPLETED,yes
3417,1,COMPLETED,yes
1782,30,COMPLETED,yes
7200,0,CANCELLED by 15010,no
-23,48,TIMEOUT,yes
-6,1,TIMEOUT,yes
3978,1,COMPLETED,no
-25,2,TIMEOUT,yes
1546,16,COMPLETED,yes
7179,4,COMPLETED,yes
2811,4,COMPLETED,yes
4375,4,COMPLETED,yes
7197,4,COMPLETED,yes
1530,2,CANCELLED by 16491,yes
511,1,COMPLETED,yes
-8,8,TIMEOUT,yes
3201,1,COMPLETED,no
7191,4,COMPLETED,yes
6524,16,COMPLETED,yes
1404,4,COMPLETED,yes
-5,2,TIMEOUT,yes
4675,6,COMPLETED,yes
4591,6,COMPLETED,yes
4705,6,COMPLETED,yes
4684,6,COMPLETED,yes
4663,6,COMPLETED,yes
4274,6,COMPLETED,yes
4673,6,COMPLETED,yes
4660,6,COMPLETED,yes
4618,6,COMPLETED,yes
4309,6,COMPLETED,yes
4701,6,COMPLETED,yes
4541,6,COMPLETED,yes
4699,6,COMPLETED,yes
4608,6,COMPLETED,yes
